feature_shap,feature
0.008,value__linear_trend__attr_slope_p24_rougher.input.feed_pb
0.008,value__linear_trend__attr_slope_p12_rougher.input.feed_fe
0.008,value__kurtosis_p24_rougher.input.feed_fe
0.008,diff_encod_val_rougher.input.feed_zn_2
0.008,value__linear_trend__attr_slope_p12_rougher.state.floatbank10_b_air
0.008,value__quantile__q_0.05_p12_rougher.input.feed_zn
0.007,value__maximum_p6_rougher.input.feed_zn
0.007,value__mean_p6_rougher.input.feed_fe
0.007,diff_rougher.input.feed_sol_1
0.006,value__mean_p6_rougher.input.feed_zn
0.005,diff_rougher.input.floatbank10_copper_sulfate_1
0.005,value__skewness_p12_rougher.state.floatbank10_b_air
0.005,value__linear_trend__attr_slope_p12_rougher.input.feed_pb
0.005,value__kurtosis_p12_rougher.state.floatbank10_b_air
0.005,value__kurtosis_p12_rougher.input.feed_sol
0.005,value__kurtosis_p24_rougher.input.feed_pb
0.005,value__kurtosis_p12_rougher.input.feed_pb
0.004,value__mean_p6_rougher.input.floatbank10_copper_sulfate
0.004,value__skewness_p24_rougher.input.feed_pb
0.004,value__skewness_p12_rougher.input.floatbank11_xanthate
0.004,diff_rougher.input.feed_size_2
0.004,value__skewness_p12_rougher.input.feed_zn
0.003,value__skewness_p12_rougher.input.feed_pb
0.003,value__skewness_p12_rougher.input.feed_rate
0.003,value__linear_trend__attr_slope_p12_rougher.input.floatbank10_copper_sulfate
0.003,diff_rougher.input.feed_pb_2
0.003,value__linear_trend__attr_slope_p24_rougher.input.feed_zn
0.003,value__skewness_p12_rougher.input.feed_sol
0.002,diff_rougher.input.feed_fe_2
0.002,value__kurtosis_p12_rougher.input.feed_fe
0.002,value__kurtosis_p12_rougher.input.feed_zn
0.001,value__kurtosis_p12_rougher.input.floatbank11_xanthate
0.001,value__kurtosis_p12_rougher.input.floatbank10_copper_sulfate
0.001,value__linear_trend__attr_slope_p12_rougher.input.feed_zn
0.001,value__linear_trend__attr_slope_p12_rougher.input.feed_sol
0.001,value__mean_p6_rougher.input.feed_pb
0.000,diff_rougher.input.feed_size_1
0.000,diff_rougher.input.floatbank11_copper_sulfate_2
0.000,diff_rougher.input.floatbank11_copper_sulfate_1
0.000,diff_rougher.input.feed_sol_2
0.000,diff_encod_rel_rougher.input.feed_zn_2
