,rougher.output.recovery,final.output.recovery,date
167,92.93237,73.80926,2016-09-07T23:59:59Z
168,92.06892,73.13821,2016-09-08T00:59:59Z
169,78.848946,62.729538,2016-09-08T01:59:59Z
170,78.70163,62.60972,2016-09-08T02:59:59Z
171,76.68535,61.053196,2016-09-08T03:59:59Z
172,92.71672,73.599236,2016-09-08T04:59:59Z
173,92.36509,73.35521,2016-09-08T05:59:59Z
174,90.91592,72.254654,2016-09-08T06:59:59Z
175,87.82937,69.79398,2016-09-08T07:59:59Z
176,87.334305,69.39339,2016-09-08T08:59:59Z
177,87.570274,69.57439,2016-09-08T09:59:59Z
178,89.30829,70.989265,2016-09-08T10:59:59Z
179,88.08831,70.04288,2016-09-08T11:59:59Z
180,87.64584,69.671684,2016-09-08T12:59:59Z
181,85.43005,67.97446,2016-09-08T13:59:59Z
182,86.99674,69.11555,2016-09-08T14:59:59Z
183,90.90018,72.2604,2016-09-08T15:59:59Z
184,87.71462,69.73628,2016-09-08T16:59:59Z
185,91.06207,72.32659,2016-09-08T17:59:59Z
186,93.25657,74.046364,2016-09-08T18:59:59Z
187,87.306015,69.33304,2016-09-08T19:59:59Z
188,94.6661,75.14704,2016-09-08T20:59:59Z
189,91.57596,72.743965,2016-09-08T21:59:59Z
190,92.87665,73.774475,2016-09-08T22:59:59Z
191,92.76862,73.69027,2016-09-08T23:59:59Z
192,92.556175,73.53051,2016-09-09T00:59:59Z
193,92.7906,73.70387,2016-09-09T01:59:59Z
194,93.07369,73.9239,2016-09-09T02:59:59Z
195,93.68045,74.40007,2016-09-09T03:59:59Z
196,90.70205,72.06575,2016-09-09T04:59:59Z
197,91.03986,72.33194,2016-09-09T05:59:59Z
198,89.88424,71.37,2016-09-09T06:59:59Z
199,91.261635,72.54212,2016-09-09T07:59:59Z
200,93.52305,74.26775,2016-09-09T08:59:59Z
201,91.80116,72.94517,2016-09-09T09:59:59Z
202,93.10004,73.938126,2016-09-09T10:59:59Z
203,91.8544,72.9794,2016-09-09T11:59:59Z
204,92.55996,73.55036,2016-09-09T12:59:59Z
205,93.07649,73.92327,2016-09-09T13:59:59Z
206,92.89387,73.789764,2016-09-09T14:59:59Z
207,92.51638,73.51349,2016-09-09T15:59:59Z
208,92.98209,73.863754,2016-09-09T16:59:59Z
209,93.8994,74.55177,2016-09-09T17:59:59Z
210,93.32359,74.12029,2016-09-09T18:59:59Z
211,94.10664,74.721176,2016-09-09T19:59:59Z
212,94.09799,74.714485,2016-09-09T20:59:59Z
213,93.80508,74.48736,2016-09-09T21:59:59Z
214,92.3673,73.381096,2016-09-09T22:59:59Z
215,92.91742,73.79209,2016-09-09T23:59:59Z
216,93.6004,74.31207,2016-09-10T00:59:59Z
217,92.8905,73.778564,2016-09-10T01:59:59Z
218,93.245316,74.05976,2016-09-10T02:59:59Z
219,93.677666,74.38901,2016-09-10T03:59:59Z
220,93.32008,74.11464,2016-09-10T04:59:59Z
221,92.26535,73.30123,2016-09-10T05:59:59Z
222,92.61193,73.56408,2016-09-10T06:59:59Z
223,92.558136,73.52111,2016-09-10T07:59:59Z
224,92.33369,73.33711,2016-09-10T08:59:59Z
225,92.93494,73.81212,2016-09-10T09:59:59Z
226,93.634254,74.357475,2016-09-10T10:59:59Z
227,92.63881,73.58092,2016-09-10T11:59:59Z
228,92.615265,73.55264,2016-09-10T12:59:59Z
229,92.842834,73.72072,2016-09-10T13:59:59Z
230,92.66437,73.594284,2016-09-10T14:59:59Z
231,92.46774,73.44537,2016-09-10T15:59:59Z
232,93.35057,74.1468,2016-09-10T16:59:59Z
233,93.09726,73.963104,2016-09-10T17:59:59Z
234,93.09925,73.95961,2016-09-10T18:59:59Z
235,93.07521,73.94738,2016-09-10T19:59:59Z
236,92.59943,73.59994,2016-09-10T20:59:59Z
237,92.763,73.727005,2016-09-10T21:59:59Z
238,93.99664,74.64462,2016-09-10T22:59:59Z
239,93.89049,74.563545,2016-09-10T23:59:59Z
240,93.1776,74.02207,2016-09-11T00:59:59Z
241,93.23179,74.06147,2016-09-11T01:59:59Z
242,94.1391,74.75789,2016-09-11T02:59:59Z
243,93.60527,74.35012,2016-09-11T03:59:59Z
244,88.16175,70.01739,2016-09-11T04:59:59Z
245,76.75724,61.153854,2016-09-11T05:59:59Z
246,76.74391,61.06282,2016-09-11T06:59:59Z
247,72.93696,57.950287,2016-09-11T07:59:59Z
248,76.17723,60.693485,2016-09-11T08:59:59Z
249,75.31521,59.95271,2016-09-11T09:59:59Z
250,74.347206,59.14999,2016-09-11T10:59:59Z
251,73.71607,58.622974,2016-09-11T11:59:59Z
252,70.806,56.178272,2016-09-11T12:59:59Z
253,70.67236,56.066105,2016-09-11T13:59:59Z
254,82.34454,65.454025,2016-09-11T14:59:59Z
255,90.065056,71.54593,2016-09-11T15:59:59Z
256,89.89983,71.32498,2016-09-11T16:59:59Z
257,87.2344,69.33982,2016-09-11T17:59:59Z
258,79.24545,63.129417,2016-09-11T18:59:59Z
259,78.74358,62.685776,2016-09-11T19:59:59Z
260,76.322655,60.783447,2016-09-11T20:59:59Z
261,75.15443,59.832935,2016-09-11T21:59:59Z
262,75.915344,60.48672,2016-09-11T22:59:59Z
263,77.93355,62.180214,2016-09-11T23:59:59Z
264,79.62521,63.422127,2016-09-12T00:59:59Z
265,87.80335,69.831535,2016-09-12T01:59:59Z
266,92.77518,73.7032,2016-09-12T02:59:59Z
267,89.54422,71.18284,2016-09-12T03:59:59Z
268,86.83977,69.105865,2016-09-12T04:59:59Z
269,87.12861,69.31317,2016-09-12T05:59:59Z
270,86.53819,68.86963,2016-09-12T06:59:59Z
271,88.126884,70.10339,2016-09-12T07:59:59Z
272,87.83848,69.9124,2016-09-12T08:59:59Z
273,88.84134,70.693695,2016-09-12T09:59:59Z
274,88.56718,70.47432,2016-09-12T10:59:59Z
275,89.24208,70.994774,2016-09-12T11:59:59Z
276,90.48805,71.948746,2016-09-12T12:59:59Z
277,91.71691,72.90174,2016-09-12T13:59:59Z
278,94.51472,75.04433,2016-09-12T14:59:59Z
279,93.78006,74.475914,2016-09-12T15:59:59Z
280,94.43801,74.984375,2016-09-12T16:59:59Z
281,94.290825,74.87984,2016-09-12T17:59:59Z
282,94.79086,75.26261,2016-09-12T18:59:59Z
283,94.04906,74.675156,2016-09-12T19:59:59Z
284,93.75334,74.465034,2016-09-12T20:59:59Z
285,94.2874,74.87206,2016-09-12T21:59:59Z
286,93.72479,74.42837,2016-09-12T22:59:59Z
287,94.510185,75.041275,2016-09-12T23:59:59Z
288,95.15742,75.534454,2016-09-13T00:59:59Z
289,94.64587,75.14623,2016-09-13T01:59:59Z
290,94.42226,74.97492,2016-09-13T02:59:59Z
291,93.924034,74.597664,2016-09-13T03:59:59Z
292,94.64657,75.16031,2016-09-13T04:59:59Z
293,94.228195,74.83565,2016-09-13T05:59:59Z
294,94.16889,74.800446,2016-09-13T06:59:59Z
295,93.62929,74.36128,2016-09-13T07:59:59Z
296,94.010765,74.641846,2016-09-13T08:59:59Z
297,94.2085,74.83749,2016-09-13T09:59:59Z
298,93.342964,74.15292,2016-09-13T10:59:59Z
299,93.64104,74.38284,2016-09-13T11:59:59Z
300,93.52365,74.28895,2016-09-13T12:59:59Z
301,93.62608,74.36864,2016-09-13T13:59:59Z
302,93.80611,74.50479,2016-09-13T14:59:59Z
303,93.245575,74.0802,2016-09-13T15:59:59Z
304,93.38983,74.19034,2016-09-13T16:59:59Z
305,93.37698,74.16696,2016-09-13T17:59:59Z
306,93.17477,74.0304,2016-09-13T18:59:59Z
307,94.12018,74.74761,2016-09-13T19:59:59Z
308,92.97557,73.85873,2016-09-13T20:59:59Z
309,79.169235,62.82745,2016-09-13T21:59:59Z
310,77.99685,62.04874,2016-09-13T22:59:59Z
311,74.42128,59.19883,2016-09-13T23:59:59Z
312,73.97132,58.830967,2016-09-14T00:59:59Z
313,76.71393,61.135525,2016-09-14T01:59:59Z
314,77.48229,61.653454,2016-09-14T02:59:59Z
315,76.09479,60.641483,2016-09-14T03:59:59Z
316,74.82432,59.569576,2016-09-14T04:59:59Z
317,74.39866,59.20861,2016-09-14T05:59:59Z
318,74.41714,59.22299,2016-09-14T06:59:59Z
319,76.823326,61.22486,2016-09-14T07:59:59Z
320,75.96941,60.52522,2016-09-14T08:59:59Z
321,75.779175,60.37068,2016-09-14T09:59:59Z
322,74.944565,59.66817,2016-09-14T10:59:59Z
323,75.00244,59.71696,2016-09-14T11:59:59Z
324,74.53818,59.323364,2016-09-14T12:59:59Z
325,75.53429,60.16646,2016-09-14T13:59:59Z
326,76.10499,60.64643,2016-09-14T14:59:59Z
327,76.553764,61.017776,2016-09-14T15:59:59Z
328,81.70496,65.043594,2016-09-14T16:59:59Z
329,88.94522,70.74008,2016-09-14T17:59:59Z
330,87.48378,69.615135,2016-09-14T18:59:59Z
331,86.0122,68.397736,2016-09-14T19:59:59Z
332,83.94644,66.776855,2016-09-14T20:59:59Z
333,86.226974,68.65375,2016-09-14T21:59:59Z
334,87.643295,69.761215,2016-09-14T22:59:59Z
335,87.28476,69.515205,2016-09-14T23:59:59Z
336,88.12124,70.11476,2016-09-15T00:59:59Z
337,87.88265,69.9273,2016-09-15T01:59:59Z
338,89.42891,71.111916,2016-09-15T02:59:59Z
339,90.711525,72.109955,2016-09-15T03:59:59Z
340,93.26253,74.10384,2016-09-15T04:59:59Z
341,94.32626,74.916405,2016-09-15T05:59:59Z
342,93.69698,74.43526,2016-09-15T06:59:59Z
343,93.58404,74.347115,2016-09-15T07:59:59Z
344,93.51719,74.29584,2016-09-15T08:59:59Z
345,93.49325,74.26814,2016-09-15T09:59:59Z
346,94.21635,74.80406,2016-09-15T10:59:59Z
347,94.46909,74.98073,2016-09-15T11:59:59Z
348,94.61644,75.11391,2016-09-15T12:59:59Z
349,94.51252,75.0457,2016-09-15T13:59:59Z
350,93.80734,74.49823,2016-09-15T14:59:59Z
351,94.5208,75.05286,2016-09-15T15:59:59Z
352,93.4744,74.2289,2016-09-15T16:59:59Z
353,93.3082,74.09484,2016-09-15T17:59:59Z
354,93.15153,73.992805,2016-09-15T18:59:59Z
355,91.96553,73.06952,2016-09-15T19:59:59Z
356,93.05242,73.902115,2016-09-15T20:59:59Z
357,92.899796,73.79349,2016-09-15T21:59:59Z
358,93.76038,74.46109,2016-09-15T22:59:59Z
359,94.23176,74.81809,2016-09-15T23:59:59Z
360,93.95952,74.62614,2016-09-16T00:59:59Z
361,93.75922,74.4644,2016-09-16T01:59:59Z
362,93.74037,74.4571,2016-09-16T02:59:59Z
363,93.473724,74.24893,2016-09-16T03:59:59Z
364,93.89761,74.58015,2016-09-16T04:59:59Z
365,93.57633,74.32399,2016-09-16T05:59:59Z
366,88.73117,70.465485,2016-09-16T06:59:59Z
367,90.668106,72.00427,2016-09-16T07:59:59Z
368,76.249664,60.718792,2016-09-16T08:59:59Z
369,77.73608,61.88492,2016-09-16T09:59:59Z
370,76.65921,61.04534,2016-09-16T10:59:59Z
371,78.855194,62.7815,2016-09-16T11:59:59Z
372,78.13822,62.121025,2016-09-16T12:59:59Z
373,91.78066,72.89651,2016-09-16T13:59:59Z
374,91.01352,72.31617,2016-09-16T14:59:59Z
375,87.01353,69.202324,2016-09-16T15:59:59Z
376,82.57638,65.647514,2016-09-16T16:59:59Z
377,84.46093,67.129166,2016-09-16T17:59:59Z
378,87.77558,69.81654,2016-09-16T18:59:59Z
379,89.22373,70.964,2016-09-16T19:59:59Z
380,88.427055,70.35014,2016-09-16T20:59:59Z
381,88.53695,70.4232,2016-09-16T21:59:59Z
382,88.45727,70.36674,2016-09-16T22:59:59Z
383,90.113884,71.63139,2016-09-16T23:59:59Z
384,90.200584,71.709595,2016-09-17T00:59:59Z
385,93.068085,73.93155,2016-09-17T01:59:59Z
386,93.35596,74.1424,2016-09-17T02:59:59Z
387,94.65444,75.13631,2016-09-17T03:59:59Z
388,94.40004,74.94798,2016-09-17T04:59:59Z
389,94.62836,75.1393,2016-09-17T05:59:59Z
390,94.51835,75.04552,2016-09-17T06:59:59Z
391,94.97008,75.40535,2016-09-17T07:59:59Z
392,94.69986,75.20232,2016-09-17T08:59:59Z
393,95.02602,75.446335,2016-09-17T09:59:59Z
394,94.75916,75.24815,2016-09-17T10:59:59Z
395,95.21027,75.59446,2016-09-17T11:59:59Z
396,96.21728,76.362755,2016-09-17T12:59:59Z
397,94.62428,75.143196,2016-09-17T13:59:59Z
398,95.000275,75.431335,2016-09-17T14:59:59Z
399,94.91306,75.34527,2016-09-17T15:59:59Z
400,95.58135,75.86109,2016-09-17T16:59:59Z
401,94.577484,75.087105,2016-09-17T17:59:59Z
402,94.60021,75.09978,2016-09-17T18:59:59Z
403,94.0158,74.64419,2016-09-17T19:59:59Z
404,93.8993,74.55461,2016-09-17T20:59:59Z
405,94.48214,75.0152,2016-09-17T21:59:59Z
406,93.371605,74.14788,2016-09-17T22:59:59Z
407,93.918686,74.58703,2016-09-17T23:59:59Z
408,93.18172,73.99962,2016-09-18T00:59:59Z
409,93.42745,74.20148,2016-09-18T01:59:59Z
410,93.24364,74.05594,2016-09-18T02:59:59Z
411,94.11536,74.73258,2016-09-18T03:59:59Z
412,93.792625,74.48043,2016-09-18T04:59:59Z
413,94.12107,74.749344,2016-09-18T05:59:59Z
414,93.674965,74.39849,2016-09-18T06:59:59Z
415,94.74246,75.223724,2016-09-18T07:59:59Z
416,93.776474,74.49302,2016-09-18T08:59:59Z
417,94.333046,74.905235,2016-09-18T09:59:59Z
418,92.119644,73.169945,2016-09-18T10:59:59Z
419,94.01916,74.6488,2016-09-18T11:59:59Z
420,93.032814,73.886826,2016-09-18T12:59:59Z
421,92.925735,73.81339,2016-09-18T13:59:59Z
422,92.27303,73.28916,2016-09-18T14:59:59Z
423,91.27055,72.505974,2016-09-18T15:59:59Z
424,91.89017,72.97275,2016-09-18T16:59:59Z
425,92.24172,73.26673,2016-09-18T17:59:59Z
426,91.93462,73.052376,2016-09-18T18:59:59Z
427,90.70763,72.10713,2016-09-18T19:59:59Z
428,89.45484,71.063896,2016-09-18T20:59:59Z
429,89.55447,71.19878,2016-09-18T21:59:59Z
430,89.838135,71.41208,2016-09-18T22:59:59Z
431,91.05035,72.33895,2016-09-18T23:59:59Z
432,89.66924,71.2626,2016-09-19T00:59:59Z
433,90.74393,72.10495,2016-09-19T01:59:59Z
434,90.03001,71.5684,2016-09-19T02:59:59Z
435,89.302185,71.011314,2016-09-19T03:59:59Z
436,89.50975,71.16772,2016-09-19T04:59:59Z
437,90.66083,72.05767,2016-09-19T05:59:59Z
438,91.22449,72.48872,2016-09-19T06:59:59Z
439,90.01755,71.563,2016-09-19T07:59:59Z
440,89.97214,71.5373,2016-09-19T08:59:59Z
441,91.28528,72.5658,2016-09-19T09:59:59Z
442,89.558426,71.22966,2016-09-19T10:59:59Z
443,90.028824,71.57323,2016-09-19T11:59:59Z
444,90.797226,72.17638,2016-09-19T12:59:59Z
445,90.23517,71.74456,2016-09-19T13:59:59Z
446,90.657684,72.0787,2016-09-19T14:59:59Z
447,91.722115,72.895355,2016-09-19T15:59:59Z
448,91.96907,73.07896,2016-09-19T16:59:59Z
449,91.67762,72.85472,2016-09-19T17:59:59Z
450,91.865776,72.99623,2016-09-19T18:59:59Z
451,92.84917,73.750595,2016-09-19T19:59:59Z
452,92.64325,73.599915,2016-09-19T20:59:59Z
453,92.143394,73.21873,2016-09-19T21:59:59Z
454,92.25226,73.28637,2016-09-19T22:59:59Z
455,91.012505,72.3436,2016-09-19T23:59:59Z
456,91.991165,73.09387,2016-09-20T00:59:59Z
457,89.29673,70.97387,2016-09-20T01:59:59Z
458,90.61908,72.02193,2016-09-20T02:59:59Z
459,89.906075,71.47367,2016-09-20T03:59:59Z
460,89.109055,70.846375,2016-09-20T04:59:59Z
461,91.2998,72.54824,2016-09-20T05:59:59Z
462,91.15619,72.447845,2016-09-20T06:59:59Z
463,91.03675,72.35683,2016-09-20T07:59:59Z
464,91.481186,72.69755,2016-09-20T08:59:59Z
465,91.43388,72.663246,2016-09-20T09:59:59Z
466,91.0592,72.3826,2016-09-20T10:59:59Z
467,92.91318,73.8147,2016-09-20T11:59:59Z
468,92.16465,73.23358,2016-09-20T12:59:59Z
469,91.87664,73.0068,2016-09-20T13:59:59Z
470,91.36686,72.61779,2016-09-20T14:59:59Z
471,92.06765,73.15617,2016-09-20T15:59:59Z
472,91.47228,72.69268,2016-09-20T16:59:59Z
473,92.8012,73.7245,2016-09-20T17:59:59Z
474,91.56551,72.77939,2016-09-20T18:59:59Z
475,91.18386,72.48987,2016-09-20T19:59:59Z
476,90.92525,72.27198,2016-09-20T20:59:59Z
477,91.75262,72.93892,2016-09-20T21:59:59Z
478,92.12119,73.209915,2016-09-20T22:59:59Z
479,91.39424,72.6634,2016-09-20T23:59:59Z
480,92.364136,73.397484,2016-09-21T00:59:59Z
481,91.866234,73.02446,2016-09-21T01:59:59Z
482,91.68251,72.87819,2016-09-21T02:59:59Z
483,92.68155,73.63849,2016-09-21T03:59:59Z
484,92.18145,73.24742,2016-09-21T04:59:59Z
485,92.50636,73.50415,2016-09-21T05:59:59Z
486,92.33101,73.36614,2016-09-21T06:59:59Z
487,91.81171,72.97124,2016-09-21T07:59:59Z
488,92.09065,73.19034,2016-09-21T08:59:59Z
489,91.442825,72.69015,2016-09-21T09:59:59Z
490,90.81245,72.20342,2016-09-21T10:59:59Z
491,92.11356,73.21334,2016-09-21T11:59:59Z
492,88.84356,70.577156,2016-09-21T12:59:59Z
493,78.40569,62.512604,2016-09-21T13:59:59Z
494,91.25803,72.46661,2016-09-21T14:59:59Z
495,94.19144,74.741295,2016-09-21T15:59:59Z
496,93.81607,74.47842,2016-09-21T16:59:59Z
497,92.91908,73.77295,2016-09-21T17:59:59Z
498,92.93227,73.78107,2016-09-21T18:59:59Z
499,92.19337,73.22587,2016-09-21T19:59:59Z
500,93.09068,73.93438,2016-09-21T20:59:59Z
501,93.53843,74.30073,2016-09-21T21:59:59Z
502,93.38214,74.17381,2016-09-21T22:59:59Z
503,93.52813,74.27475,2016-09-21T23:59:59Z
504,92.978745,73.8466,2016-09-22T00:59:59Z
505,93.02479,73.88844,2016-09-22T01:59:59Z
506,94.44294,74.982185,2016-09-22T02:59:59Z
507,94.652336,75.146385,2016-09-22T03:59:59Z
508,94.84199,75.290535,2016-09-22T04:59:59Z
509,94.60039,75.111916,2016-09-22T05:59:59Z
510,94.653145,75.149216,2016-09-22T06:59:59Z
511,94.155396,74.77142,2016-09-22T07:59:59Z
512,94.70697,75.191376,2016-09-22T08:59:59Z
513,94.409256,74.961525,2016-09-22T09:59:59Z
514,94.862366,75.30916,2016-09-22T10:59:59Z
515,94.255005,74.84859,2016-09-22T11:59:59Z
516,94.380684,74.95898,2016-09-22T12:59:59Z
