,rougher.output.recovery,final.output.recovery,date
47,80.70296,64.55432,2016-09-02T23:59:59Z
48,80.3876,64.28575,2016-09-03T00:59:59Z
49,80.20011,64.10978,2016-09-03T01:59:59Z
50,80.01381,63.9203,2016-09-03T02:59:59Z
51,80.34259,64.26241,2016-09-03T03:59:59Z
52,80.53455,64.36429,2016-09-03T04:59:59Z
53,80.17478,64.09969,2016-09-03T05:59:59Z
54,80.335365,64.215965,2016-09-03T06:59:59Z
55,81.15368,65.01613,2016-09-03T07:59:59Z
56,83.86988,67.40907,2016-09-03T08:59:59Z
57,80.526085,64.534676,2016-09-03T09:59:59Z
58,80.32676,64.333275,2016-09-03T10:59:59Z
59,80.73175,64.66444,2016-09-03T11:59:59Z
60,80.60663,64.546585,2016-09-03T12:59:59Z
61,80.73517,64.688866,2016-09-03T13:59:59Z
62,80.98322,64.87198,2016-09-03T14:59:59Z
63,80.51886,64.52616,2016-09-03T15:59:59Z
64,80.29617,64.294556,2016-09-03T16:59:59Z
65,80.268105,64.2634,2016-09-03T17:59:59Z
66,79.92586,63.874825,2016-09-03T18:59:59Z
67,79.94208,63.89256,2016-09-03T19:59:59Z
68,80.44104,64.46218,2016-09-03T20:59:59Z
69,80.243355,64.227135,2016-09-03T21:59:59Z
70,80.14618,64.12545,2016-09-03T22:59:59Z
71,80.109924,64.081764,2016-09-03T23:59:59Z
72,80.20132,64.16655,2016-09-04T00:59:59Z
73,80.09408,64.06111,2016-09-04T01:59:59Z
74,80.37412,64.32953,2016-09-04T02:59:59Z
75,80.139595,64.09081,2016-09-04T03:59:59Z
76,79.92968,63.85594,2016-09-04T04:59:59Z
77,80.03708,63.94125,2016-09-04T05:59:59Z
78,80.96645,64.95951,2016-09-04T06:59:59Z
79,80.313324,64.16276,2016-09-04T07:59:59Z
80,80.6587,64.604385,2016-09-04T08:59:59Z
81,80.264755,64.22357,2016-09-04T09:59:59Z
82,80.15724,64.12811,2016-09-04T10:59:59Z
83,80.14836,64.12057,2016-09-04T11:59:59Z
84,80.08482,64.02645,2016-09-04T12:59:59Z
85,80.98113,64.93256,2016-09-04T13:59:59Z
86,80.45432,64.38294,2016-09-04T14:59:59Z
87,80.5737,64.48857,2016-09-04T15:59:59Z
88,80.8718,64.72981,2016-09-04T16:59:59Z
89,80.256065,64.18353,2016-09-04T17:59:59Z
90,79.97484,63.89113,2016-09-04T18:59:59Z
91,80.46681,64.45272,2016-09-04T19:59:59Z
92,80.32909,64.2763,2016-09-04T20:59:59Z
93,80.498535,64.44759,2016-09-04T21:59:59Z
94,80.185196,64.15132,2016-09-04T22:59:59Z
95,80.145386,64.09115,2016-09-04T23:59:59Z
96,80.287994,64.21544,2016-09-05T00:59:59Z
97,80.31774,64.279785,2016-09-05T01:59:59Z
98,79.50945,63.38443,2016-09-05T02:59:59Z
99,80.79077,64.83351,2016-09-05T03:59:59Z
100,80.081,64.03317,2016-09-05T04:59:59Z
101,80.453476,64.472855,2016-09-05T05:59:59Z
102,80.30852,64.31075,2016-09-05T06:59:59Z
103,80.240715,64.23383,2016-09-05T07:59:59Z
104,80.18081,64.1662,2016-09-05T08:59:59Z
105,81.33779,65.25037,2016-09-05T09:59:59Z
106,82.743835,66.41643,2016-09-05T10:59:59Z
107,83.53203,67.06433,2016-09-05T11:59:59Z
108,82.99816,66.46366,2016-09-05T12:59:59Z
109,82.20884,65.94034,2016-09-05T13:59:59Z
110,83.231895,66.75452,2016-09-05T14:59:59Z
111,82.4521,66.08704,2016-09-05T15:59:59Z
112,84.341774,67.67518,2016-09-05T16:59:59Z
113,82.021286,65.68741,2016-09-05T17:59:59Z
114,81.20363,64.95285,2016-09-05T18:59:59Z
115,82.64019,66.222855,2016-09-05T19:59:59Z
116,83.4174,66.90225,2016-09-05T20:59:59Z
117,84.2085,67.552536,2016-09-05T21:59:59Z
118,82.79589,66.3182,2016-09-05T22:59:59Z
119,83.141014,66.72237,2016-09-05T23:59:59Z
120,83.67791,67.080765,2016-09-06T00:59:59Z
121,88.49051,71.2521,2016-09-06T01:59:59Z
122,87.94608,70.79152,2016-09-06T02:59:59Z
123,88.09396,70.91128,2016-09-06T03:59:59Z
124,87.22986,70.12581,2016-09-06T04:59:59Z
125,87.08278,70.01302,2016-09-06T05:59:59Z
126,86.45506,69.44302,2016-09-06T06:59:59Z
127,86.88721,69.782875,2016-09-06T07:59:59Z
128,84.98268,68.11206,2016-09-06T08:59:59Z
129,82.95091,66.45017,2016-09-06T09:59:59Z
130,86.86099,69.853195,2016-09-06T10:59:59Z
131,86.192375,69.16372,2016-09-06T11:59:59Z
132,88.01418,70.833755,2016-09-06T12:59:59Z
133,85.9924,69.03035,2016-09-06T13:59:59Z
134,86.54736,69.55446,2016-09-06T14:59:59Z
135,84.76288,68.04598,2016-09-06T15:59:59Z
136,85.10246,68.246315,2016-09-06T16:59:59Z
137,86.10656,69.227036,2016-09-06T17:59:59Z
138,85.790924,68.98107,2016-09-06T18:59:59Z
139,85.10079,68.36468,2016-09-06T19:59:59Z
140,85.06177,68.36678,2016-09-06T20:59:59Z
141,85.491295,68.6765,2016-09-06T21:59:59Z
142,85.42812,68.65401,2016-09-06T22:59:59Z
143,84.9185,68.19381,2016-09-06T23:59:59Z
144,86.17644,69.25112,2016-09-07T00:59:59Z
145,85.89261,69.01548,2016-09-07T01:59:59Z
146,84.32177,67.65914,2016-09-07T02:59:59Z
147,85.38314,68.722305,2016-09-07T03:59:59Z
148,86.13098,69.22749,2016-09-07T04:59:59Z
149,87.88906,70.822815,2016-09-07T05:59:59Z
150,87.62071,70.56893,2016-09-07T06:59:59Z
151,86.13349,69.28258,2016-09-07T07:59:59Z
152,87.59286,70.50304,2016-09-07T08:59:59Z
153,88.78036,71.49591,2016-09-07T09:59:59Z
154,89.337204,71.96388,2016-09-07T10:59:59Z
155,89.59339,72.179405,2016-09-07T11:59:59Z
156,89.724,72.32224,2016-09-07T12:59:59Z
157,86.08085,69.25497,2016-09-07T13:59:59Z
158,85.88667,68.87589,2016-09-07T14:59:59Z
159,86.749886,69.76083,2016-09-07T15:59:59Z
160,88.42745,71.2615,2016-09-07T16:59:59Z
161,88.373055,71.211075,2016-09-07T17:59:59Z
162,87.20266,70.296684,2016-09-07T18:59:59Z
163,84.437775,67.94831,2016-09-07T19:59:59Z
164,82.572914,66.33732,2016-09-07T20:59:59Z
165,84.63263,68.08843,2016-09-07T21:59:59Z
166,85.12576,68.53446,2016-09-07T22:59:59Z
167,85.88497,69.18945,2016-09-07T23:59:59Z
168,84.18749,67.648796,2016-09-08T00:59:59Z
169,78.40466,62.103207,2016-09-08T01:59:59Z
170,79.57707,63.472385,2016-09-08T02:59:59Z
171,78.91927,62.725597,2016-09-08T03:59:59Z
172,85.89249,69.26074,2016-09-08T04:59:59Z
173,84.333336,67.4377,2016-09-08T05:59:59Z
174,86.24525,69.352036,2016-09-08T06:59:59Z
175,81.50742,65.30827,2016-09-08T07:59:59Z
176,81.5621,65.33437,2016-09-08T08:59:59Z
177,81.492165,65.250885,2016-09-08T09:59:59Z
178,83.27583,66.7718,2016-09-08T10:59:59Z
179,81.61376,65.384026,2016-09-08T11:59:59Z
180,80.05586,63.912617,2016-09-08T12:59:59Z
181,79.99197,63.93943,2016-09-08T13:59:59Z
182,81.697205,65.514175,2016-09-08T14:59:59Z
183,82.29901,65.912544,2016-09-08T15:59:59Z
184,81.414635,65.36917,2016-09-08T16:59:59Z
185,80.306915,64.31092,2016-09-08T17:59:59Z
186,80.815735,64.71171,2016-09-08T18:59:59Z
187,79.16731,62.996124,2016-09-08T19:59:59Z
188,83.10139,66.543,2016-09-08T20:59:59Z
189,81.11972,64.94824,2016-09-08T21:59:59Z
190,82.345634,66.02159,2016-09-08T22:59:59Z
191,81.98148,65.70691,2016-09-08T23:59:59Z
192,82.9386,66.497154,2016-09-09T00:59:59Z
193,82.17364,65.88825,2016-09-09T01:59:59Z
194,84.438995,67.79966,2016-09-09T02:59:59Z
195,84.68773,68.0348,2016-09-09T03:59:59Z
196,80.88123,64.81732,2016-09-09T04:59:59Z
197,81.148964,65.04694,2016-09-09T05:59:59Z
198,80.10669,64.04646,2016-09-09T06:59:59Z
199,81.50557,65.520424,2016-09-09T07:59:59Z
200,80.049126,64.01447,2016-09-09T08:59:59Z
201,81.5024,65.38839,2016-09-09T09:59:59Z
202,80.51961,64.41865,2016-09-09T10:59:59Z
203,81.377396,65.19349,2016-09-09T11:59:59Z
204,81.11725,65.0379,2016-09-09T12:59:59Z
205,83.2823,66.82095,2016-09-09T13:59:59Z
206,82.55882,66.19738,2016-09-09T14:59:59Z
207,82.227844,65.984825,2016-09-09T15:59:59Z
208,83.15015,66.72754,2016-09-09T16:59:59Z
209,84.126205,67.515434,2016-09-09T17:59:59Z
210,85.19656,68.48699,2016-09-09T18:59:59Z
211,84.88225,68.15246,2016-09-09T19:59:59Z
212,86.15301,69.21973,2016-09-09T20:59:59Z
213,85.995094,69.119934,2016-09-09T21:59:59Z
214,82.67098,66.29347,2016-09-09T22:59:59Z
215,82.192444,65.885704,2016-09-09T23:59:59Z
216,83.477776,66.947235,2016-09-10T00:59:59Z
217,83.34864,66.8527,2016-09-10T01:59:59Z
218,82.446266,66.09891,2016-09-10T02:59:59Z
219,82.639084,66.2771,2016-09-10T03:59:59Z
220,82.67029,66.27672,2016-09-10T04:59:59Z
221,82.48385,66.15243,2016-09-10T05:59:59Z
222,82.17023,65.92131,2016-09-10T06:59:59Z
223,81.058174,64.907036,2016-09-10T07:59:59Z
224,81.61187,65.3679,2016-09-10T08:59:59Z
225,82.64128,66.25953,2016-09-10T09:59:59Z
226,83.616875,67.10695,2016-09-10T10:59:59Z
227,83.777534,67.19885,2016-09-10T11:59:59Z
228,83.633675,67.05684,2016-09-10T12:59:59Z
229,83.8635,67.27262,2016-09-10T13:59:59Z
230,83.19278,66.72572,2016-09-10T14:59:59Z
231,82.261665,65.9421,2016-09-10T15:59:59Z
232,82.06613,65.65852,2016-09-10T16:59:59Z
233,83.14088,66.665924,2016-09-10T17:59:59Z
234,82.95851,66.53688,2016-09-10T18:59:59Z
235,82.14976,65.80081,2016-09-10T19:59:59Z
236,83.068825,66.65964,2016-09-10T20:59:59Z
237,81.75942,65.469154,2016-09-10T21:59:59Z
238,83.28675,66.7415,2016-09-10T22:59:59Z
239,83.32365,66.76591,2016-09-10T23:59:59Z
240,84.00413,67.31466,2016-09-11T00:59:59Z
241,84.185196,67.451126,2016-09-11T01:59:59Z
242,85.00933,68.154686,2016-09-11T02:59:59Z
243,85.153564,68.30674,2016-09-11T03:59:59Z
244,79.91001,63.70429,2016-09-11T04:59:59Z
245,76.3115,59.701904,2016-09-11T05:59:59Z
246,78.81053,62.57873,2016-09-11T06:59:59Z
247,76.732796,60.228844,2016-09-11T07:59:59Z
248,78.375824,62.114716,2016-09-11T08:59:59Z
249,78.45884,62.215313,2016-09-11T09:59:59Z
250,78.37786,62.12603,2016-09-11T10:59:59Z
251,78.023544,61.72043,2016-09-11T11:59:59Z
252,78.018,61.704395,2016-09-11T12:59:59Z
253,77.95235,61.606308,2016-09-11T13:59:59Z
254,80.36706,64.3773,2016-09-11T14:59:59Z
255,79.92837,63.902958,2016-09-11T15:59:59Z
256,78.1407,61.547863,2016-09-11T16:59:59Z
257,76.93138,60.42843,2016-09-11T17:59:59Z
258,78.44357,62.167816,2016-09-11T18:59:59Z
259,77.01606,60.53431,2016-09-11T19:59:59Z
260,74.15126,57.213383,2016-09-11T20:59:59Z
261,76.10156,59.477203,2016-09-11T21:59:59Z
262,76.41865,59.86423,2016-09-11T22:59:59Z
263,77.164925,60.72866,2016-09-11T23:59:59Z
264,78.224,61.93351,2016-09-12T00:59:59Z
265,79.94909,63.907608,2016-09-12T01:59:59Z
266,79.081474,62.657543,2016-09-12T02:59:59Z
267,81.538666,65.033226,2016-09-12T03:59:59Z
268,79.76904,63.689766,2016-09-12T04:59:59Z
269,79.34841,63.20255,2016-09-12T05:59:59Z
270,79.27951,63.1029,2016-09-12T06:59:59Z
271,79.56632,63.349876,2016-09-12T07:59:59Z
272,80.91852,64.43347,2016-09-12T08:59:59Z
273,81.69606,65.15501,2016-09-12T09:59:59Z
274,81.6226,65.12847,2016-09-12T10:59:59Z
275,82.20603,65.70378,2016-09-12T11:59:59Z
276,81.90698,65.5576,2016-09-12T12:59:59Z
277,83.41217,66.77396,2016-09-12T13:59:59Z
278,84.511444,67.6959,2016-09-12T14:59:59Z
279,82.63312,66.2214,2016-09-12T15:59:59Z
280,83.61238,67.01895,2016-09-12T16:59:59Z
281,82.99873,66.49202,2016-09-12T17:59:59Z
282,84.00524,67.35832,2016-09-12T18:59:59Z
283,83.653206,66.999176,2016-09-12T19:59:59Z
284,82.14501,65.78239,2016-09-12T20:59:59Z
285,81.840965,65.457306,2016-09-12T21:59:59Z
286,82.499725,66.04537,2016-09-12T22:59:59Z
287,83.17236,66.64365,2016-09-12T23:59:59Z
288,85.82192,68.928986,2016-09-13T00:59:59Z
289,85.1774,68.44022,2016-09-13T01:59:59Z
290,84.05524,67.37065,2016-09-13T02:59:59Z
291,83.25616,66.69739,2016-09-13T03:59:59Z
292,83.972885,67.32138,2016-09-13T04:59:59Z
293,83.255615,66.69634,2016-09-13T05:59:59Z
294,83.05134,66.56668,2016-09-13T06:59:59Z
295,83.05759,66.56835,2016-09-13T07:59:59Z
296,83.78556,67.16694,2016-09-13T08:59:59Z
297,82.13921,65.79932,2016-09-13T09:59:59Z
298,82.38569,66.009415,2016-09-13T10:59:59Z
299,82.425545,66.03392,2016-09-13T11:59:59Z
300,83.11274,66.618454,2016-09-13T12:59:59Z
301,83.030304,66.55517,2016-09-13T13:59:59Z
302,84.001915,67.38492,2016-09-13T14:59:59Z
303,83.85499,67.24636,2016-09-13T15:59:59Z
304,83.586914,67.04007,2016-09-13T16:59:59Z
305,85.5374,68.6137,2016-09-13T17:59:59Z
306,85.43566,68.59692,2016-09-13T18:59:59Z
307,85.66327,68.77037,2016-09-13T19:59:59Z
308,84.88007,68.12609,2016-09-13T20:59:59Z
309,78.50265,62.22701,2016-09-13T21:59:59Z
310,77.29783,60.83863,2016-09-13T22:59:59Z
311,77.47655,61.070137,2016-09-13T23:59:59Z
312,77.706116,61.348198,2016-09-14T00:59:59Z
313,77.83306,61.500748,2016-09-14T01:59:59Z
314,78.46976,62.223305,2016-09-14T02:59:59Z
315,77.211075,60.792736,2016-09-14T03:59:59Z
316,77.03047,60.58663,2016-09-14T04:59:59Z
317,76.06482,59.478386,2016-09-14T05:59:59Z
318,76.38303,59.843185,2016-09-14T06:59:59Z
319,76.90077,60.43344,2016-09-14T07:59:59Z
320,76.50265,59.976772,2016-09-14T08:59:59Z
321,75.33527,58.642548,2016-09-14T09:59:59Z
322,75.12507,58.403645,2016-09-14T10:59:59Z
323,74.87148,58.113068,2016-09-14T11:59:59Z
324,74.201035,57.34456,2016-09-14T12:59:59Z
325,74.3452,57.507988,2016-09-14T13:59:59Z
326,74.97029,58.22353,2016-09-14T14:59:59Z
327,75.649796,59.0054,2016-09-14T15:59:59Z
328,77.77069,61.431255,2016-09-14T16:59:59Z
329,77.719666,61.358974,2016-09-14T17:59:59Z
330,78.938995,62.694572,2016-09-14T18:59:59Z
331,78.948364,62.74688,2016-09-14T19:59:59Z
332,78.61052,62.355232,2016-09-14T20:59:59Z
333,78.14451,61.830223,2016-09-14T21:59:59Z
334,78.62881,62.37042,2016-09-14T22:59:59Z
335,78.865036,62.635,2016-09-14T23:59:59Z
336,79.03263,62.790363,2016-09-15T00:59:59Z
337,79.1379,62.908054,2016-09-15T01:59:59Z
338,79.60124,63.417816,2016-09-15T02:59:59Z
339,80.21029,64.01565,2016-09-15T03:59:59Z
340,80.636314,64.30789,2016-09-15T04:59:59Z
341,80.46425,64.15813,2016-09-15T05:59:59Z
342,81.067215,64.698265,2016-09-15T06:59:59Z
343,81.11183,64.75131,2016-09-15T07:59:59Z
344,81.99255,65.549545,2016-09-15T08:59:59Z
345,82.45083,65.97163,2016-09-15T09:59:59Z
346,81.77797,65.41113,2016-09-15T10:59:59Z
347,79.99003,63.86701,2016-09-15T11:59:59Z
348,81.818085,65.50781,2016-09-15T12:59:59Z
349,83.21624,66.74523,2016-09-15T13:59:59Z
350,82.92446,66.45241,2016-09-15T14:59:59Z
351,84.554596,67.86011,2016-09-15T15:59:59Z
352,83.225,66.76588,2016-09-15T16:59:59Z
353,83.796,67.20684,2016-09-15T17:59:59Z
354,83.00651,66.55222,2016-09-15T18:59:59Z
355,81.714516,65.425186,2016-09-15T19:59:59Z
356,82.291466,65.862015,2016-09-15T20:59:59Z
357,82.60946,66.18158,2016-09-15T21:59:59Z
358,82.91562,66.41534,2016-09-15T22:59:59Z
359,84.02545,67.386345,2016-09-15T23:59:59Z
360,83.72165,67.139366,2016-09-16T00:59:59Z
361,83.993805,67.351875,2016-09-16T01:59:59Z
362,84.319565,67.64767,2016-09-16T02:59:59Z
363,83.43917,66.92388,2016-09-16T03:59:59Z
364,83.849,67.27072,2016-09-16T04:59:59Z
365,83.514496,66.940895,2016-09-16T05:59:59Z
366,82.2012,65.77752,2016-09-16T06:59:59Z
367,79.494484,63.37006,2016-09-16T07:59:59Z
368,77.13679,60.622044,2016-09-16T08:59:59Z
369,78.91182,62.69969,2016-09-16T09:59:59Z
370,77.72087,61.359222,2016-09-16T10:59:59Z
371,79.110886,62.953728,2016-09-16T11:59:59Z
372,79.533035,63.434044,2016-09-16T12:59:59Z
373,80.75858,64.34755,2016-09-16T13:59:59Z
374,82.38546,65.760826,2016-09-16T14:59:59Z
375,80.267555,64.27135,2016-09-16T15:59:59Z
376,79.72942,63.654022,2016-09-16T16:59:59Z
377,78.9124,62.711044,2016-09-16T17:59:59Z
378,79.2702,63.108444,2016-09-16T18:59:59Z
379,79.27195,63.07867,2016-09-16T19:59:59Z
380,80.31147,64.02047,2016-09-16T20:59:59Z
381,80.30341,64.08136,2016-09-16T21:59:59Z
382,80.42273,64.231155,2016-09-16T22:59:59Z
383,80.46645,64.34517,2016-09-16T23:59:59Z
384,80.44628,64.35594,2016-09-17T00:59:59Z
385,81.96411,65.62284,2016-09-17T01:59:59Z
386,83.2932,66.683426,2016-09-17T02:59:59Z
387,84.84101,68.0486,2016-09-17T03:59:59Z
388,83.95627,67.2753,2016-09-17T04:59:59Z
389,84.6361,67.8524,2016-09-17T05:59:59Z
390,85.74171,68.85336,2016-09-17T06:59:59Z
391,84.85695,68.06048,2016-09-17T07:59:59Z
392,83.59361,67.02258,2016-09-17T08:59:59Z
393,84.01115,67.38357,2016-09-17T09:59:59Z
394,84.392006,67.713165,2016-09-17T10:59:59Z
395,85.027916,68.281105,2016-09-17T11:59:59Z
396,86.324585,69.34474,2016-09-17T12:59:59Z
397,84.19707,67.51951,2016-09-17T13:59:59Z
398,83.92528,67.3083,2016-09-17T14:59:59Z
399,84.846375,68.019646,2016-09-17T15:59:59Z
400,85.378654,68.57312,2016-09-17T16:59:59Z
401,85.52182,68.708206,2016-09-17T17:59:59Z
402,83.90419,67.34159,2016-09-17T18:59:59Z
403,83.50207,66.92705,2016-09-17T19:59:59Z
404,83.10148,66.580956,2016-09-17T20:59:59Z
405,84.55897,67.85882,2016-09-17T21:59:59Z
406,83.82197,67.221,2016-09-17T22:59:59Z
407,84.42535,67.77995,2016-09-17T23:59:59Z
408,84.809135,68.04006,2016-09-18T00:59:59Z
409,84.21935,67.5517,2016-09-18T01:59:59Z
410,84.67965,67.98752,2016-09-18T02:59:59Z
411,85.55432,68.7352,2016-09-18T03:59:59Z
412,84.975426,68.19479,2016-09-18T04:59:59Z
413,85.29317,68.47518,2016-09-18T05:59:59Z
414,85.31926,68.49566,2016-09-18T06:59:59Z
415,86.73789,69.72248,2016-09-18T07:59:59Z
416,85.862015,68.96839,2016-09-18T08:59:59Z
417,85.39389,68.51008,2016-09-18T09:59:59Z
418,84.32883,67.60854,2016-09-18T10:59:59Z
419,81.23716,65.11151,2016-09-18T11:59:59Z
420,82.35073,66.10541,2016-09-18T12:59:59Z
421,81.66798,65.38831,2016-09-18T13:59:59Z
422,80.54092,64.40792,2016-09-18T14:59:59Z
423,80.2419,64.158966,2016-09-18T15:59:59Z
424,80.18561,64.11985,2016-09-18T16:59:59Z
425,80.53052,64.410225,2016-09-18T17:59:59Z
426,79.8883,63.812004,2016-09-18T18:59:59Z
427,79.268486,63.109543,2016-09-18T19:59:59Z
428,79.611824,63.503487,2016-09-18T20:59:59Z
429,79.8434,63.774178,2016-09-18T21:59:59Z
430,79.91964,63.85931,2016-09-18T22:59:59Z
431,79.845505,63.772312,2016-09-18T23:59:59Z
432,79.788704,63.703762,2016-09-19T00:59:59Z
433,79.83356,63.744553,2016-09-19T01:59:59Z
434,80.23553,64.17036,2016-09-19T02:59:59Z
435,79.90196,63.8194,2016-09-19T03:59:59Z
436,79.853424,63.779476,2016-09-19T04:59:59Z
437,79.790855,63.706947,2016-09-19T05:59:59Z
438,79.84523,63.757374,2016-09-19T06:59:59Z
439,79.70611,63.61751,2016-09-19T07:59:59Z
440,80.04037,63.999,2016-09-19T08:59:59Z
441,79.66722,63.574326,2016-09-19T09:59:59Z
442,79.66862,63.566895,2016-09-19T10:59:59Z
443,79.60544,63.49958,2016-09-19T11:59:59Z
444,79.70966,63.622326,2016-09-19T12:59:59Z
445,79.50736,63.390953,2016-09-19T13:59:59Z
446,79.575745,63.46933,2016-09-19T14:59:59Z
447,79.785545,63.70647,2016-09-19T15:59:59Z
448,79.693825,63.58219,2016-09-19T16:59:59Z
449,79.68983,63.58883,2016-09-19T17:59:59Z
450,79.79284,63.672207,2016-09-19T18:59:59Z
451,79.99306,63.88087,2016-09-19T19:59:59Z
452,79.8569,63.732357,2016-09-19T20:59:59Z
453,79.7684,63.66257,2016-09-19T21:59:59Z
454,79.59418,63.468937,2016-09-19T22:59:59Z
455,79.84138,63.74626,2016-09-19T23:59:59Z
456,79.86026,63.76876,2016-09-20T00:59:59Z
457,79.60771,63.499233,2016-09-20T01:59:59Z
458,79.539986,63.427208,2016-09-20T02:59:59Z
459,79.84919,63.78095,2016-09-20T03:59:59Z
460,79.86639,63.798435,2016-09-20T04:59:59Z
461,79.673195,63.58058,2016-09-20T05:59:59Z
462,79.73275,63.64682,2016-09-20T06:59:59Z
463,79.7741,63.69553,2016-09-20T07:59:59Z
464,79.77591,63.69795,2016-09-20T08:59:59Z
465,79.80301,63.727085,2016-09-20T09:59:59Z
466,79.62307,63.52152,2016-09-20T10:59:59Z
467,79.73706,63.652573,2016-09-20T11:59:59Z
468,79.93288,63.860703,2016-09-20T12:59:59Z
469,79.7614,63.677822,2016-09-20T13:59:59Z
470,79.52778,63.41421,2016-09-20T14:59:59Z
471,79.655464,63.5559,2016-09-20T15:59:59Z
472,79.66602,63.566532,2016-09-20T16:59:59Z
473,79.85577,63.785736,2016-09-20T17:59:59Z
474,79.54803,63.43482,2016-09-20T18:59:59Z
475,79.38014,63.24035,2016-09-20T19:59:59Z
476,79.6987,63.596992,2016-09-20T20:59:59Z
477,79.470924,63.34601,2016-09-20T21:59:59Z
478,79.889595,63.82812,2016-09-20T22:59:59Z
479,79.983574,63.929047,2016-09-20T23:59:59Z
480,79.87368,63.78876,2016-09-21T00:59:59Z
481,79.857025,63.77983,2016-09-21T01:59:59Z
482,79.80498,63.72799,2016-09-21T02:59:59Z
483,79.67221,63.576504,2016-09-21T03:59:59Z
484,79.88596,63.821598,2016-09-21T04:59:59Z
485,79.729256,63.643787,2016-09-21T05:59:59Z
486,79.94567,63.87903,2016-09-21T06:59:59Z
487,79.80035,63.725,2016-09-21T07:59:59Z
488,79.78673,63.709873,2016-09-21T08:59:59Z
489,80.03183,63.96758,2016-09-21T09:59:59Z
490,79.97731,63.92692,2016-09-21T10:59:59Z
491,79.98358,63.935993,2016-09-21T11:59:59Z
492,79.114845,62.928493,2016-09-21T12:59:59Z
493,78.2181,61.909157,2016-09-21T13:59:59Z
494,80.42917,64.46252,2016-09-21T14:59:59Z
495,80.09332,64.049355,2016-09-21T15:59:59Z
496,82.71751,66.34733,2016-09-21T16:59:59Z
497,81.3491,65.22291,2016-09-21T17:59:59Z
498,80.5422,64.48974,2016-09-21T18:59:59Z
499,80.365456,64.35037,2016-09-21T19:59:59Z
500,81.34188,65.169395,2016-09-21T20:59:59Z
501,81.49243,65.30544,2016-09-21T21:59:59Z
502,82.54303,66.159836,2016-09-21T22:59:59Z
503,83.30416,66.76421,2016-09-21T23:59:59Z
504,82.533806,66.09781,2016-09-22T00:59:59Z
505,82.08383,65.77102,2016-09-22T01:59:59Z
506,82.77553,66.353745,2016-09-22T02:59:59Z
507,82.2604,65.84426,2016-09-22T03:59:59Z
508,82.29885,65.88284,2016-09-22T04:59:59Z
509,82.53028,66.053635,2016-09-22T05:59:59Z
510,82.563255,66.082214,2016-09-22T06:59:59Z
511,81.904655,65.53526,2016-09-22T07:59:59Z
512,82.74943,66.24173,2016-09-22T08:59:59Z
513,83.28163,66.721375,2016-09-22T09:59:59Z
514,83.341354,66.8373,2016-09-22T10:59:59Z
515,84.21212,67.622574,2016-09-22T11:59:59Z
516,83.49459,67.05738,2016-09-22T12:59:59Z
